id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,platform,cmc_rank,last_updated,price,volume_24h,percent_change_1h,percent_change_24h,percent_change_7d,market_cap,last_updated_quote
1414,Firo,FIRO,firo,34,2016-10-06T00:00:00.000Z,"['mineable', 'pow', 'medium-of-exchange', 'privacy']",21400000.0,11548003.99444729,21400000.0,,332,2021-02-16T16:54:05.000Z,6.008939832496,5302090.26651397,-3.82794104,-3.97812995,13.04208367,69391261.18805724,2021-02-16T16:54:05.000Z
4269,GateToken,GT,gatetoken,18,2019-08-20T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'discount-token']",,75055683.63453634,300000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xe66747a101bff2dba3697199dcce5b743b454759'}",333,2021-02-16T16:54:03.000Z,0.91954773695555,35937668.78428051,-1.19809448,-2.17989141,8.51884689,69017284.0317896,2021-02-16T16:54:03.000Z
7395,Atari Token,ATRI,atari-token,9,2020-10-30T00:00:00.000Z,"['gambling', 'gaming']",7771000000.0,400000100.0,7481204109.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xdacd69347de42babfaecd09dc88958378780fb62'}",334,2021-02-16T16:54:04.000Z,0.17216490945717,30324.31020829,-0.82708953,2.06943158,-0.57184971,68865980.99935895,2021-02-16T16:54:04.000Z
5816,Rewardiqa,REW,rewardiqa,4,2020-07-13T00:00:00.000Z,[],21000000000.0,10000000.0,21000000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x3FFfFA8F3cc943e43f9f17a83Cbb18f4Bbb9f4AC'}",335,2021-02-16T16:53:06.000Z,6.86138628395674,1122964.36810673,-1.39007517,-4.93964813,74.68163439,68613862.83956741,2021-02-16T16:53:06.000Z
2273,Uquid Coin,UQC,uquid-coin,36,2017-12-13T00:00:00.000Z,"['asset-management', 'payments']",,9999999.99999999,40000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x8806926ab68eb5a7b909dcaf6fdbe5d93271d6e2'}",336,2021-02-16T16:54:04.000Z,6.76147440989992,9849099.24363017,-1.84210025,-0.76522353,8.09014899,67614744.09899914,2021-02-16T16:54:04.000Z
4206,WINk,WIN,wink,21,2019-08-01T00:00:00.000Z,['gambling'],,313607571387.0,994855928116.2562,"{'id': 1958, 'name': 'Tron', 'symbol': 'TRX', 'slug': 'tron', 'token_address': 'TLa2f6VPqDgRE67v1736s7bJ8Ray5wYjU7'}",337,2021-02-16T16:54:03.000Z,0.00021502660974,12720388.85718228,-3.69643401,-9.61529113,18.45048559,67433972.86414164,2021-02-16T16:54:03.000Z
5221,Handshake ,HNS,handshake,15,2020-02-22T00:00:00.000Z,"['distributed-computing', 'ipfs']",2040000000.0,355381695.047778,355381695.047778,,338,2021-02-16T16:54:03.000Z,0.18940132289019,803048.98646962,-0.53939223,-0.53678511,5.12536624,67309763.17300723,2021-02-16T16:54:03.000Z
2092,NULS,NULS,nuls,43,2017-10-25T00:00:00.000Z,"['mineable', 'platform', 'enterprise-solutions']",210000000.0,99620739.3123732,111697638.27680597,,339,2021-02-16T16:54:03.000Z,0.66901660338055,49011430.47933421,-1.0770938,-12.82472164,46.72377667,66647928.64102315,2021-02-16T16:54:03.000Z
1700,Aeternity,AE,aeternity,44,2017-06-01T00:00:00.000Z,"['mineable', 'medium-of-exchange', 'privacy']",,331329823.5,377150767.49932,,340,2021-02-16T16:53:07.000Z,0.19932774363382,33288723.35890749,-8.55472243,-22.32239303,92.3973583,66043226.11684683,2021-02-16T16:53:07.000Z
6992,Spartan Protocol,SPARTA,spartan-protocol,5,2020-09-10T00:00:00.000Z,"['binance-chain', 'binance-smart-chain']",300000000.0,63030416.17286404,63030416.17286404,"{'id': 1839, 'name': 'Binance Smart Chain', 'symbol': 'BNB', 'slug': 'binance-coin', 'token_address': '0xe4ae305ebe1abe663f261bc00534067c80ad677c'}",341,2021-02-16T16:53:07.000Z,1.05346445002176,16262591.96249667,-2.64367918,-11.11949867,-15.19181088,66400302.70818887,2021-02-16T16:53:07.000Z
2062,Aion,AION,aion,23,2017-10-18T00:00:00.000Z,"['mineable', 'marketplace', 'ai-big-data', 'payments']",,487496874.0,487496874.0,,342,2021-02-16T16:54:02.000Z,0.13387177775226,11991758.23130226,-2.60481176,-5.68062741,48.52300477,65262073.1710495,2021-02-16T16:54:02.000Z
4041,MX Token,MX,mx-token,10,2019-09-24T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'discount-token']",,127316675.1997,608002217.08,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x11eef04c884e24d9b7b4760e7476d06ddf797f36'}",343,2021-02-16T16:53:08.000Z,0.5161204980526,13621251.85780592,3.49068087,9.352482,-29.81354604,65710745.81447026,2021-02-16T16:53:08.000Z
4189,Ultra,UOS,ultra,11,2019-07-30T00:00:00.000Z,"['platform', 'collectibles-nfts', 'gaming', 'payments']",,282577698.1606,1000000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xd13c7342e1ef687c5ad21b27c2b65d772cab5c8c'}",344,2021-02-16T16:54:03.000Z,0.22848033739647,1165354.24108855,-1.198966,1.2380341,8.83691735,64563447.81645175,2021-02-16T16:54:03.000Z
6928,Bella Protocol,BEL,bella-protocol,25,2020-09-07T00:00:00.000Z,"['defi', 'binance-smart-chain', 'binance-launchpool']",100000000.0,22375000.0,100000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xa91ac63d040deb1b7a5e4d4134ad23eb0ba07e14'}",345,2021-02-16T16:53:07.000Z,2.8718229245912,30574302.57837446,0.41757844,1.45963918,5.19979758,64257037.9377281,2021-02-16T16:53:07.000Z
5453,KardiaChain,KAI,kardiachain,16,2020-04-17T00:00:00.000Z,[],5000000000.0,2049800000.0,5000000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xD9Ec3ff1f8be459Bb9369b4E79e9Ebcf7141C093'}",346,2021-02-16T16:54:04.000Z,0.03132325738803,2913736.54690203,0.43455286,3.86803583,13.02911215,64206412.99398389,2021-02-16T16:54:04.000Z
6669,PowerPool,CVP,powerpool,39,2020-08-21T00:00:00.000Z,"['defi', 'dao', 'yearn-partnerships']",100000000.0,18775139.3151,100000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x38e4adb44ef08f22f5b5b76a8f0c2d0dcbe7dca1'}",347,2021-02-16T16:54:05.000Z,3.37525926441394,9311785.91248354,-1.20057907,-4.75249128,9.8346159,63370962.91395367,2021-02-16T16:54:05.000Z
7497,Marlin,POND,marlin,24,2020-12-22T00:00:00.000Z,['defi'],10000000000.0,430099800.0,3184000001.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x57b946008913b82e4df85f501cbaed910e58d26c'}",348,2021-02-16T16:54:04.000Z,0.14473668783812,11520273.57437363,-10.83011771,5.62042469,92.51653499,62251220.491837844,2021-02-16T16:54:04.000Z
2916,Nimiq,NIM,nimiq,13,2018-07-10T00:00:00.000Z,['mineable'],21000000000.0,7298450310.42118,8042200310.42118,,349,2021-02-16T16:53:08.000Z,0.00875460796945,2985990.96567737,0.27693943,2.11513807,48.49958815,63895071.25224809,2021-02-16T16:53:08.000Z
4807,CertiK,CTK,certik,6,2019-10-19T00:00:00.000Z,"['cybersecurity', 'enterprise-solutions', 'interoperability', 'scaling', 'smart-contracts', 'cosmos', 'binance-launchpool']",,35033170.500344,101171187.62339,"{'id': 1839, 'name': 'Binance Smart Chain', 'symbol': 'BNB', 'slug': 'binance-coin', 'token_address': '0xa8c2b8eec3d368c0253ad3dae65a5f2bbb89c929'}",350,2021-02-16T16:53:07.000Z,1.81694061693806,10756059.23052539,-4.13687168,-11.27651279,6.93550323,63653190.42219127,2021-02-16T16:53:07.000Z
7882,EFFORCE,WOZX,efforce,19,2020-12-07T00:00:00.000Z,['energy'],1000000000.0,51959231.6000001,1000000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x34950ff2b487d9e5282c5ab342d08a2f712eb79f'}",351,2021-02-16T16:53:06.000Z,1.22380954502652,33139986.69778987,0.35303502,-2.61369337,9.3411143,63588203.584323704,2021-02-16T16:53:06.000Z
7725,TrueFi,TRU,truefi-token,13,2020-11-19T00:00:00.000Z,"['defi', 'ethereum', 'yield-farming']",1450000000.0,140608485.0,1446312655.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x4c19596f5aaff459fa38b0f7ed92f11ae6543784'}",352,2021-02-16T16:54:06.000Z,0.45114307856537,8124945.06682187,-1.56963356,-5.11082012,9.83451472,63434544.79531265,2021-02-16T16:54:06.000Z
5524,TNC Coin,TNC,tnc-coin,23,2020-05-03T00:00:00.000Z,[],1000000000000.0,2310424689.0,1000000000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xd59ffBE33F93aA0ec95EA563c676333100d1dfE0'}",353,2021-02-16T16:54:05.000Z,0.02797880298239,1560093.64672096,1.58053771,3.56248431,-14.86675325,64642917.17918069,2021-02-16T16:54:05.000Z
3721,Huobi Pool Token,HPT,huobi-pool-token,10,2019-02-01T00:00:00.000Z,[],,5217868097.836843,9718953286.066,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xa66daa57432024023db65477ba87d4e7f5f95213'}",354,2021-02-16T16:54:06.000Z,0.01213313232282,8323660.35566162,-5.20039532,-2.98124729,47.42302565,63309084.074075505,2021-02-16T16:54:06.000Z
7463,RAMP,RAMP,ramp,16,2020-10-21T00:00:00.000Z,['defi'],1000000000.0,183563178.1869734,1000000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x33D0568941C0C64ff7e0FB4fbA0B11BD37deEd9f'}",355,2021-02-16T16:54:04.000Z,0.3450488273715,4586083.02015233,2.47646695,3.7172286,30.38555732,63338259.38200088,2021-02-16T16:54:04.000Z
7206,TitanSwap,TITAN,titanswap,6,2020-09-28T00:00:00.000Z,[],,53404160.0,10000000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x3A8cCCB969a61532d1E6005e2CE12C200caeCe87'}",356,2021-02-16T16:54:02.000Z,1.16681285602768,4705306.1503297,-3.5421475,-0.5930532,57.17322608,62312660.45335919,2021-02-16T16:54:02.000Z
2930,Everipedia,IQ,everipedia,16,2018-10-03T00:00:00.000Z,"['media', 'loyalty', 'content-creation']",,9840074532.147,10016941510.759,"{'id': 1765, 'name': 'EOS', 'symbol': 'EOS', 'slug': 'eos', 'token_address': 'everipediaiq'}",357,2021-02-16T16:53:08.000Z,0.0063418829791,8736868.57458737,-2.52185019,0.13998131,12.0117423,62404601.18849845,2021-02-16T16:53:08.000Z
7202,OctoFi,OCTO,octofi,5,2020-09-28T00:00:00.000Z,"['dao', 'yield-farming']",,576216.86535536,800000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x7240aC91f01233BaAf8b064248E80feaA5912BA3'}",358,2021-02-16T16:54:02.000Z,108.28650593870086,5463599.61706864,0.29970791,-6.67140678,44.58390541,62396511.01228278,2021-02-16T16:54:02.000Z
4092,Dusk Network,DUSK,dusk-network,14,2019-07-11T00:00:00.000Z,"['marketplace', 'privacy', 'smart-contracts']",,293995333.20912457,500000000.0,"{'id': 1839, 'name': 'Binance Chain', 'symbol': 'BNB', 'slug': 'binance-coin', 'token_address': 'DUSK-45E'}",359,2021-02-16T16:53:09.000Z,0.20980872156111,23426815.88242394,2.11293152,12.70032811,80.89349737,61682785.00553897,2021-02-16T16:53:09.000Z
2748,Oxen,LOKI,oxen,8,2018-05-21T00:00:00.000Z,"['pos', 'defi', 'privacy', 'masternodes']",,53893435.0,53893435.0,"{'id': 1839, 'name': 'Binance Chain', 'symbol': 'BNB', 'slug': 'binance-coin', 'token_address': 'LOKI-6A9'}",360,2021-02-16T16:53:08.000Z,1.14313680368109,244559.21476931,-0.50707779,2.59024684,71.72373168,61607569.02529459,2021-02-16T16:53:08.000Z
3724,SOLVE,SOLVE,solve,15,2019-02-04T00:00:00.000Z,"['health', 'enterprise-solutions', 'wallet']",1000000000.0,375723036.4377574,1000000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x446c9033e7516d820cc9a2ce2d0b7328b579406f'}",361,2021-02-16T16:54:06.000Z,0.16338679041826,17206537.80154223,-1.68757139,-1.52760922,49.75635477,61388181.00976812,2021-02-16T16:54:06.000Z
5444,Cartesi,CTSI,cartesi,23,2020-04-23T00:00:00.000Z,"['layer-2', 'rollups', 'data-availability-proof', 'sidechain']",1000000000.0,281780621.0,1000000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x491604c0fdf08347dd1fa4ee062a822a5dd06b5d'}",362,2021-02-16T16:54:04.000Z,0.21772441574633,31490045.32332959,-5.57098647,-12.5330136,137.77760453,61350521.07586305,2021-02-16T16:54:04.000Z
5748,Meta,MTA,meta,36,2020-06-28T00:00:00.000Z,"['defi', 'dao', 'three-arrows-capital-portfolio']",,17336543.52700985,99995244.58572492,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xa3BeD4E1c75D00fa6f4E5E6922DB7261B5E9AcD2'}",363,2021-02-16T16:54:06.000Z,3.5194744329019,7551977.65336205,-2.45515008,-0.37168385,-7.90037313,61015521.69820209,2021-02-16T16:54:06.000Z
3628,MXC,MXC,mxc,13,2018-12-06T00:00:00.000Z,"['iot', 'substrate', 'dot-ecosystem']",,2585738083.3783226,2642132373.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x5ca381bbfb58f0092df149bd3d243b08b9a8386e'}",364,2021-02-16T16:54:06.000Z,0.02343116246993,6358618.0402108,4.51445746,0.74413584,31.82375277,60586849.13632288,2021-02-16T16:54:06.000Z
6536,MANTRA DAO,OM,mantra-dao,21,2020-08-11T00:00:00.000Z,"['defi', 'dao', 'substrate', 'dot-ecosystem']",888888888.0,258609510.7420763,888888888.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x3593d125a4f7849a1b059e64f4517a86dd60c95d'}",365,2021-02-16T16:54:05.000Z,0.23289528705509,15298660.51282339,-1.50663496,9.54340463,54.13823953,60228936.23945224,2021-02-16T16:54:05.000Z
4660,Telos,TLOS,telos,3,2019-09-17T00:00:00.000Z,"['services', 'enterprise-solutions']",,270123443.84430003,355208370.6674,"{'id': 1765, 'name': 'EOS', 'symbol': 'EOS', 'slug': 'eos', 'token_address': 'teloskitchen18'}",366,2021-02-16T16:53:07.000Z,0.22476420009579,568428.47709673,-3.71019312,44.13804435,91.28376355,60714079.78278415,2021-02-16T16:53:07.000Z
6841,Phala.Network,PHA,phala-network,20,2020-09-13T00:00:00.000Z,"['ai-big-data', 'privacy', 'substrate', 'dot-ecosystem']",,134591919.1981982,1000000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x6c5bA91642F10282b576d91922Ae6448C9d52f4E'}",367,2021-02-16T16:53:06.000Z,0.4445743738141,22465957.7092982,-1.44538768,12.94719354,32.39746492,59836118.1979769,2021-02-16T16:53:06.000Z
7672,Unifi Protocol DAO,UNFI,unifi-protocol-dao,12,2020-11-21T00:00:00.000Z,"['defi', 'binance-smart-chain', 'binance-launchpool']",10000000.0,2856576.5,10000000.0,"{'id': 1839, 'name': 'Binance Smart Chain', 'symbol': 'BNB', 'slug': 'binance-coin', 'token_address': '0x728C5baC3C3e370E372Fc4671f9ef6916b814d8B'}",368,2021-02-16T16:54:05.000Z,20.7330493262767,11708019.22507514,-3.246309,-8.11641206,-19.41155281,59225541.478782855,2021-02-16T16:54:05.000Z
2505,Bluzelle,BLZ,bluzelle,28,2018-02-06T00:00:00.000Z,"['platform', 'distributed-computing', 'filesharing', 'smart-contracts', 'dot-ecosystem']",,269399758.30258703,500000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x5732046a883704404f284ce41ffadd5b007fd668'}",369,2021-02-16T16:54:06.000Z,0.21669574829818,29215875.3323791,-1.46474331,0.36947235,29.30374007,58377782.21672793,2021-02-16T16:54:06.000Z
3748,Hxro,HXRO,hxro,16,2019-02-15T00:00:00.000Z,['three-arrows-capital-portfolio'],,214693272.1260892,1000000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x4bd70556ae3f8a6ec6c4080a0c327b24325438f3'}",370,2021-02-16T16:53:07.000Z,0.27554600157704,963000.59040255,0.78804846,1.31495956,-4.74634041,59157872.69983525,2021-02-16T16:53:07.000Z
2989,STASIS EURO,EURS,stasis-euro,29,2018-07-30T00:00:00.000Z,"['marketplace', 'stablecoin', 'stablecoin-asset-backed', 'wallet']",,47459957.0,47459957.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xdb25f211ab05b1c97d595516f45794528a807ad8'}",371,2021-02-16T16:53:08.000Z,1.22594870074432,226387.3128723,0.23080563,-1.35968453,-0.76707726,58183472.62153129,2021-02-16T16:53:08.000Z
8168,Bao Finance,BAO,bao-finance,22,2021-01-04T00:00:00.000Z,[],,34066471176.0,560270974250.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x374cb8c27130e2c9e04f44303f3c8351b9de61c1'}",372,2021-02-16T16:53:08.000Z,0.00170979772935,5655267.50481426,13.15355505,9.76410552,23.4648424,58246775.063692026,2021-02-16T16:53:08.000Z
1762,Ergo,ERG,ergo,13,2017-06-29T00:00:00.000Z,"['mineable', 'pow', 'platform', 'dapp']",97739924.0,28785478.0,32089200.0,,373,2021-02-16T16:53:07.000Z,2.00022839575265,1181589.33467155,1.98646442,19.73275929,14.72562897,57577530.4809132,2021-02-16T16:53:07.000Z
5622,Darma Cash,DMCH,darma-cash,7,2020-05-28T00:00:00.000Z,[],460000000.0,212184600.0,212184600.0,,374,2021-02-16T16:54:05.000Z,0.27102056877797,6098.81065887,0.30964073,2.48754741,-9.56320606,57506390.97792605,2021-02-16T16:54:05.000Z
3704,v.systems,VSYS,v-systems,41,2019-03-05T00:00:00.000Z,"['platform', 'discount-token', 'smart-contracts']",,2208208885.0,4131817349.0,,375,2021-02-16T16:53:08.000Z,0.02568084498125,6527442.10320903,-4.90118822,-12.61199054,42.83936272,56708670.06190391,2021-02-16T16:53:08.000Z
7230,Opium,OPIUM,opium,21,2021-01-26T00:00:00.000Z,"['defi', 'derivatives', 'dao', 'insurance']",100000000.0,4161204.0,0.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x888888888889c00c67689029d7856aac1065ec11'}",376,2021-02-16T16:54:03.000Z,13.49268288511642,305673.50540069,-0.20657973,-0.16402153,-27.38193457,56145805.99227799,2021-02-16T16:54:03.000Z
2243,Dragonchain,DRGN,dragonchain,12,2017-12-03T00:00:00.000Z,"['platform', 'enterprise-solutions']",433494437.0,370219771.505273,433494437.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x419c4db4b9e25d6db2ad9691ccb832c8d9fda05e'}",377,2021-02-16T16:54:04.000Z,0.15019901692869,528253.29071372,-1.24478962,-4.14939289,54.17856731,55606645.727656245,2021-02-16T16:54:04.000Z
4003,Zenon,ZNN,zenon,5,2019-06-12T00:00:00.000Z,['mineable'],,5148639.24851286,5920775.24840086,,378,2021-02-16T16:53:08.000Z,10.8108391256411,1469141.18638105,-1.05411604,-8.60549207,-12.59799443,55661110.63163423,2021-02-16T16:53:08.000Z
3702,Beam,BEAM,beam,41,2019-01-17T00:00:00.000Z,"['mineable', 'medium-of-exchange', 'defi', 'privacy', 'mimble-wimble', 'lelantusmw']",262800000.0,81705720.0,81705720.0,,379,2021-02-16T16:54:06.000Z,0.67424754201566,23296004.11444588,5.81644979,-3.60698682,42.88162083,55089880.878619745,2021-02-16T16:54:06.000Z
2638,Cortex,CTXC,cortex,26,2018-04-16T00:00:00.000Z,"['mineable', 'platform', 'iot', 'smart-contracts']",299792458.0,249938725.35,299792458.0,,380,2021-02-16T16:54:06.000Z,0.22263663675902,11635540.96732979,-2.3332241,7.5563483,43.88008493,55645517.207760416,2021-02-16T16:54:06.000Z
3581,Kleros,PNK,kleros,26,2018-11-01T00:00:00.000Z,[],,599684714.7372961,764626704.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x93ed3fbe21207ec2e8f2d3c3de6e058cb73bc04d'}",381,2021-02-16T16:53:06.000Z,0.09233283515064,3393409.07550237,2.32179055,8.8492412,13.51107988,55370589.908197336,2021-02-16T16:53:06.000Z
1619,Skycoin,SKY,skycoin,6,2017-04-17T00:00:00.000Z,"['platform', 'distributed-computing']",100000000.0,20000000.0,25000000.0,,382,2021-02-16T16:54:06.000Z,2.75569441155862,11383482.91786905,-4.40840481,-18.4223075,154.88295642,55113888.231172405,2021-02-16T16:54:06.000Z
8063,Duck DAO (DLP Duck Token),DUCK,duck-dao,3,2020-12-22T00:00:00.000Z,[],,31319194.86736891,95986126.46717015,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xc0ba369c8db6eb3924965e5c4fd0b4c1b91e305f'}",383,2021-02-16T16:53:08.000Z,1.74439136182309,4763717.71703661,1.24149511,5.98221696,62.68880071,54632932.985892385,2021-02-16T16:53:08.000Z
7959,Venus BUSD,vBUSD,venus-busd,1,2020-12-12T00:00:00.000Z,[],,2694770470.0,2694770470.0,"{'id': 1839, 'name': 'Binance Smart Chain', 'symbol': 'BNB', 'slug': 'binance-coin', 'token_address': '0x95c78222B3D6e262426483D42CfA53685A67Ab9D'}",384,2021-02-16T16:53:07.000Z,0.020237766021,0.0,0.00153166,0.02199123,0.10924517,54536134.25216021,2021-02-16T16:53:07.000Z
4257,Bitball Treasure,BTRS,bitball-treasure,9,2019-11-04T00:00:00.000Z,[],1000000.0,450000.0,1000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x73c9275c3a2dd84b5741fd59aebf102c91eb033f'}",385,2021-02-16T16:54:03.000Z,120.61802334282059,357128.04173057,-2.06264258,-8.24288937,11.34529363,54278110.504269265,2021-02-16T16:54:03.000Z
5798,Darwinia Network,RING,darwinia-network,23,2020-07-02T00:00:00.000Z,"['gaming', 'interoperability', 'substrate', 'dot-ecosystem']",10000000000.0,451539244.0771749,2030805916.2885435,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x9469d013805bffb7d3debe5e7839237e535ec483'}",386,2021-02-16T16:53:08.000Z,0.12001923002865,6075217.67709326,5.58876482,17.38132547,29.63616368,54193392.40186119,2021-02-16T16:53:08.000Z
1903,HyperCash,HC,hypercash,27,2017-08-20T00:00:00.000Z,"['mineable', 'marketplace', 'payments', 'state-channels']",84000000.0,45043725.009052,45043725.009052,,387,2021-02-16T16:53:07.000Z,1.19197155794977,48923124.49281314,-0.98847335,-11.4220286,30.64421418,53690839.07490073,2021-02-16T16:53:07.000Z
5072,Rakon,RKN,rakon,6,2019-12-25T00:00:00.000Z,[],285714286.0,242857143.0,285714286.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x6e5a43db10b04701385a34afb670e404bc7ea597'}",388,2021-02-16T16:53:08.000Z,0.22064749512909,189901.3878529,-5.01899702,25.71066109,-22.40791934,53585820.27715721,2021-02-16T16:53:08.000Z
1788,Metal,MTL,metal,25,2017-07-09T00:00:00.000Z,"['medium-of-exchange', 'payments']",66588888.0,65588845.12,66588888.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xF433089366899D83a9f26A773D59ec7eCF30355e'}",389,2021-02-16T16:53:07.000Z,0.81247679439396,20025754.23110684,-1.66824085,-0.14812219,22.69407001,53289414.63109953,2021-02-16T16:53:07.000Z
3737,BTU Protocol,BTU,btu-protocol,3,2019-02-11T00:00:00.000Z,"['marketplace', 'enterprise-solutions']",100000000.0,90014336.43504915,100000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xb683d83a532e2cb7dfa5275eed3698436371cc9f'}",390,2021-02-16T16:54:06.000Z,0.58123649734921,237343.48641239,-1.00344359,0.05536793,-5.64615927,52319617.62072134,2021-02-16T16:54:06.000Z
2585,Centrality,CENNZ,centrality,7,2018-03-13T00:00:00.000Z,"['marketplace', 'enterprise-solutions']",,1200000000.0,1200000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x1122b6a0e00dce0563082b6e2953f3a943855c1f'}",391,2021-02-16T16:54:05.000Z,0.04349643129839,19715.20864046,-0.78283603,-32.89616805,19.04246763,52195717.558068,2021-02-16T16:54:05.000Z
3296,MINDOL,MIN,mindol,7,2019-03-29T00:00:00.000Z,[],,171240813.96297643,240000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x5d64d850c8368008afb39224e92ad0dceff3cf38'}",392,2021-02-16T16:54:03.000Z,0.30071678854814,401123.11007959,0.415539,3.22588196,-27.02693657,51494987.64331576,2021-02-16T16:54:03.000Z
8083,Tokenlon Network Token,LON,tokenlon-network-token,32,2020-12-23T00:00:00.000Z,[],200000000.0,7862476.0,110000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x0000000000095413afc295d19edeb1ad7b71c952'}",393,2021-02-16T16:53:08.000Z,6.54068696173127,37544399.93154318,-0.1355306,-1.44323739,-6.39823897,51425994.260125026,2021-02-16T16:53:08.000Z
8100,ankrETH,aEth,ankreth,2,2020-12-23T00:00:00.000Z,[],0.0,29330.0,29330.034,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xe95a203b1a91a908f9b9ce46459d101078c2c3cb'}",394,2021-02-16T16:53:08.000Z,1755.36628358882,875033.69499043,-1.84884205,-1.9928832,2.34743817,51484893.09766009,2021-02-16T16:53:08.000Z
5794,pNetwork,PNT,pnetwork,11,2020-07-01T00:00:00.000Z,['defi'],87984177.0,27020411.88099406,70957949.06922989,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x89ab32156e46f46d02ade3fecbe5fc4243b9aaed'}",395,2021-02-16T16:54:06.000Z,1.87647536253659,34724007.80486271,-6.71570219,-15.6306659,63.89908559,50703137.18027631,2021-02-16T16:54:06.000Z
